AT (Original),AT (Min-Max),AT (Z-Score),V (Original),V (Min-Max),V (Z-Score),AP (Original),AP (Min-Max),AP (Z-Score),RH (Original),RH (Min-Max),RH (Z-Score),PE (Original),PE (Min-Max),PE (Z-Score)
13.45,16.65,-0.83,41.49,6.44,-1.01,1020.19,0.68,1.17,88.72,0.85,1.06,467.30,1.00,0.76
11.06,16.31,-1.15,40.64,6.36,-1.08,1021.47,0.71,1.38,96.16,0.95,1.57,479.13,1.00,1.45
24.91,18.27,0.71,52.30,7.40,-0.16,1008.72,0.39,-0.76,68.26,0.57,-0.35,441.15,1.00,-0.77
22.39,17.92,0.37,59.04,8.00,0.37,1011.78,0.47,-0.25,86.39,0.82,0.90,445.52,1.00,-0.52
11.95,16.44,-1.03,40.69,6.36,-1.07,1015.62,0.56,0.40,85.34,0.80,0.82,475.40,1.00,1.23
14.85,16.85,-0.64,40.69,6.36,-1.07,1014.91,0.54,0.28,72.64,0.63,-0.05,469.30,1.00,0.88
10.11,16.18,-1.28,41.62,6.45,-1.00,1017.17,0.60,0.66,97.82,0.97,1.68,463.57,1.00,0.54
23.67,18.10,0.54,68.67,8.85,1.13,1006.71,0.34,-1.10,77.22,0.69,0.27,445.32,1.00,-0.53
16.14,17.03,-0.47,44.21,6.68,-0.79,1020.36,0.68,1.20,80.59,0.74,0.50,461.03,1.00,0.39
15.11,16.88,-0.61,43.13,6.58,-0.88,1014.99,0.55,0.29,46.91,0.29,-1.81,466.74,1.00,0.73
24.14,18.16,0.60,59.87,8.07,0.44,1018.47,0.63,0.88,57.76,0.43,-1.07,444.04,1.00,-0.61
30.08,19.00,1.40,67.25,8.73,1.02,1017.60,0.61,0.73,53.09,0.37,-1.38,434.01,1.00,-1.19
14.77,16.84,-0.66,44.90,6.74,-0.74,1020.50,0.68,1.22,84.31,0.79,0.75,465.23,1.00,0.64
27.60,18.65,1.07,69.34,8.91,1.18,1009.63,0.41,-0.61,71.58,0.62,-0.12,440.60,1.00,-0.81
13.89,16.71,-0.77,44.84,6.73,-0.74,1023.66,0.76,1.75,92.97,0.90,1.35,466.74,1.00,0.73
26.85,18.55,0.97,75.60,9.47,1.68,1017.43,0.61,0.70,74.55,0.66,0.09,433.48,1.00,-1.22
12.41,16.50,-0.97,40.96,6.39,-1.05,1023.36,0.75,1.70,78.96,0.72,0.39,473.59,1.00,1.13
13.08,16.60,-0.88,41.74,6.46,-0.99,1020.75,0.69,1.26,64.44,0.52,-0.61,474.81,1.00,1.20
18.93,17.42,-0.10,44.06,6.66,-0.81,1017.58,0.61,0.73,68.23,0.57,-0.35,454.75,1.00,0.02
20.50,17.65,0.11,49.69,7.16,-0.36,1009.60,0.41,-0.62,70.81,0.61,-0.17,452.94,1.00,-0.08
30.72,19.09,1.49,69.13,8.89,1.17,1009.94,0.42,-0.56,61.66,0.48,-0.80,435.83,1.00,-1.09
7.55,15.81,-1.62,39.22,6.23,-1.19,1014.53,0.54,0.21,77.76,0.70,0.30,482.19,1.00,1.63
13.49,16.65,-0.83,44.47,6.70,-0.77,1030.46,0.93,2.90,69.49,0.59,-0.26,466.66,1.00,0.72
15.62,16.96,-0.54,40.12,6.31,-1.12,1013.03,0.50,-0.04,96.26,0.95,1.57,462.59,1.00,0.48
24.80,18.26,0.69,64.63,8.49,0.81,1020.69,0.69,1.25,55.74,0.40,-1.20,447.82,1.00,-0.38
10.03,16.16,-1.29,41.62,6.45,-1.00,1014.55,0.54,0.22,95.61,0.94,1.53,462.73,1.00,0.49
22.43,17.92,0.37,63.21,8.37,0.70,1012.06,0.47,-0.20,84.75,0.79,0.78,447.98,1.00,-0.37
14.95,16.86,-0.63,39.31,6.24,-1.18,1009.15,0.40,-0.69,75.30,0.67,0.14,462.72,1.00,0.49
24.78,18.25,0.69,58.46,7.94,0.33,1016.82,0.59,0.60,67.50,0.56,-0.40,442.42,1.00,-0.70
23.20,18.03,0.48,48.41,7.05,-0.46,1008.64,0.39,-0.78,80.92,0.74,0.52,444.69,1.00,-0.57
14.01,16.73,-0.76,39.00,6.21,-1.20,1016.73,0.59,0.58,79.23,0.72,0.41,466.70,1.00,0.72
19.40,17.49,-0.03,64.63,8.49,0.81,1020.38,0.68,1.20,81.10,0.74,0.53,453.84,1.00,-0.03
30.15,19.01,1.41,67.32,8.73,1.02,1013.83,0.52,0.10,32.80,0.10,-2.77,436.92,1.00,-1.02
6.91,15.72,-1.71,36.08,5.95,-1.43,1021.82,0.72,1.44,84.31,0.79,0.75,486.37,1.00,1.88
29.04,18.86,1.26,60.07,8.09,0.45,1015.42,0.56,0.36,46.15,0.28,-1.86,440.43,1.00,-0.82
26.02,18.43,0.85,63.07,8.35,0.69,1010.94,0.45,-0.39,53.96,0.38,-1.33,446.82,1.00,-0.44
5.89,15.58,-1.85,39.48,6.26,-1.17,1005.11,0.30,-1.37,59.83,0.46,-0.92,484.91,1.00,1.79
26.52,18.50,0.92,71.64,9.12,1.36,1008.27,0.38,-0.84,75.30,0.67,0.14,437.76,1.00,-0.97
28.53,18.78,1.19,68.08,8.80,1.08,1013.27,0.50,0.00,42.53,0.23,-2.11,438.91,1.00,-0.91
16.59,17.09,-0.41,39.54,6.26,-1.16,1007.97,0.37,-0.89,70.58,0.60,-0.19,464.19,1.00,0.58
22.95,17.99,0.44,67.79,8.77,1.06,1009.89,0.42,-0.57,91.69,0.89,1.26,442.19,1.00,-0.71
23.96,18.14,0.58,47.43,6.96,-0.54,1008.38,0.38,-0.82,63.55,0.51,-0.67,446.86,1.00,-0.44
17.48,17.22,-0.29,44.20,6.68,-0.80,1018.89,0.64,0.95,61.51,0.48,-0.81,457.15,1.00,0.16
6.69,15.69,-1.74,43.65,6.63,-0.84,1020.14,0.67,1.16,69.55,0.59,-0.26,482.57,1.00,1.65
10.25,16.20,-1.26,41.26,6.41,-1.03,1007.44,0.36,-0.98,98.08,0.97,1.70,476.03,1.00,1.27
28.87,18.83,1.24,72.58,9.20,1.44,1008.69,0.39,-0.77,79.34,0.72,0.41,428.89,1.00,-1.49
12.04,16.45,-1.02,40.23,6.32,-1.11,1018.07,0.62,0.81,81.28,0.75,0.55,472.70,1.00,1.07
22.58,17.94,0.39,52.30,7.40,-0.16,1009.04,0.40,-0.71,78.99,0.72,0.39,445.60,1.00,-0.51
15.12,16.89,-0.61,52.05,7.37,-0.18,1014.63,0.54,0.23,80.38,0.73,0.48,464.78,1.00,0.61
25.48,18.35,0.78,58.95,7.99,0.37,1017.02,0.60,0.63,51.16,0.34,-1.52,440.42,1.00,-0.82
27.87,18.69,1.10,70.79,9.04,1.30,1003.96,0.27,-1.57,72.17,0.62,-0.08,428.41,1.00,-1.52
23.72,18.10,0.55,70.47,9.01,1.27,1010.65,0.44,-0.44,75.39,0.67,0.14,438.50,1.00,-0.93
25.00,18.28,0.72,59.43,8.03,0.40,1007.84,0.37,-0.91,68.91,0.58,-0.30,438.28,1.00,-0.94
8.42,15.94,-1.51,40.64,6.36,-1.08,1022.35,0.73,1.53,96.38,0.95,1.58,476.29,1.00,1.28
22.46,17.92,0.38,58.49,7.95,0.33,1011.50,0.46,-0.30,70.54,0.60,-0.19,448.46,1.00,-0.35
29.92,18.98,1.38,57.19,7.83,0.23,1008.62,0.39,-0.78,45.80,0.27,-1.88,438.99,1.00,-0.90
11.68,16.40,-1.07,39.22,6.23,-1.19,1017.90,0.62,0.78,57.95,0.43,-1.05,471.80,1.00,1.02
14.04,16.73,-0.75,42.44,6.52,-0.93,1012.74,0.49,-0.09,81.89,0.76,0.59,471.81,1.00,1.02
19.86,17.56,0.03,59.14,8.01,0.38,1016.12,0.57,0.48,69.32,0.59,-0.27,449.82,1.00,-0.27
25.99,18.42,0.85,68.08,8.80,1.08,1013.13,0.50,-0.02,59.14,0.45,-0.97,442.14,1.00,-0.72
23.42,18.06,0.51,58.79,7.97,0.35,1009.74,0.42,-0.59,81.54,0.75,0.56,441.46,1.00,-0.76
10.60,16.25,-1.21,40.22,6.32,-1.11,1011.37,0.46,-0.32,85.81,0.81,0.86,477.62,1.00,1.36
20.97,17.71,0.18,61.87,8.25,0.60,1011.45,0.46,-0.30,65.41,0.53,-0.54,446.76,1.00,-0.45
14.14,16.75,-0.74,39.82,6.29,-1.14,1012.46,0.48,-0.13,81.15,0.75,0.54,472.52,1.00,1.06
8.56,15.96,-1.49,40.71,6.37,-1.07,1021.27,0.70,1.35,95.87,0.94,1.55,471.58,1.00,1.01
24.86,18.26,0.70,72.39,9.18,1.42,1001.15,0.20,-2.04,90.24,0.87,1.16,440.85,1.00,-0.79
29.00,18.85,1.25,77.54,9.64,1.83,1011.33,0.46,-0.32,75.13,0.66,0.12,431.37,1.00,-1.35
27.59,18.65,1.07,71.97,9.15,1.39,1008.64,0.39,-0.78,88.22,0.84,1.02,437.33,1.00,-1.00
10.45,16.22,-1.23,40.71,6.37,-1.07,1015.68,0.56,0.41,81.48,0.75,0.56,469.22,1.00,0.87
8.51,15.95,-1.50,40.78,6.37,-1.06,1023.51,0.76,1.73,89.84,0.86,1.13,471.11,1.00,0.98
29.82,18.97,1.36,66.51,8.66,0.96,1010.98,0.45,-0.38,43.57,0.24,-2.04,439.17,1.00,-0.89
22.56,17.94,0.39,62.26,8.28,0.63,1012.11,0.48,-0.19,63.16,0.50,-0.70,445.33,1.00,-0.53
11.38,16.36,-1.11,39.22,6.23,-1.19,1018.62,0.64,0.90,57.14,0.42,-1.11,473.71,1.00,1.13
20.25,17.61,0.08,57.76,7.88,0.27,1016.28,0.58,0.51,77.76,0.70,0.30,452.66,1.00,-0.10
22.42,17.92,0.37,59.43,8.03,0.40,1007.12,0.35,-1.03,90.56,0.87,1.18,440.99,1.00,-0.78
14.85,16.85,-0.64,38.91,6.21,-1.21,1014.48,0.53,0.21,60.98,0.47,-0.84,467.42,1.00,0.76
25.62,18.37,0.80,58.82,7.98,0.36,1010.02,0.42,-0.55,70.31,0.60,-0.21,444.14,1.00,-0.60
19.85,17.56,0.03,56.53,7.77,0.18,1020.57,0.68,1.23,74.05,0.65,0.05,457.17,1.00,0.16
13.67,16.68,-0.80,54.30,7.57,-0.00,1015.92,0.57,0.45,75.42,0.67,0.14,467.87,1.00,0.79
24.39,18.20,0.64,70.72,9.04,1.29,1009.78,0.42,-0.59,82.25,0.76,0.61,442.04,1.00,-0.72
16.07,17.02,-0.48,44.58,6.71,-0.77,1019.52,0.66,1.05,67.95,0.57,-0.37,471.36,1.00,1.00
11.60,16.39,-1.08,39.10,6.22,-1.20,1009.81,0.42,-0.58,100.09,1.00,1.83,460.70,1.00,0.37
31.38,19.19,1.57,70.83,9.05,1.30,1010.35,0.43,-0.49,47.28,0.29,-1.78,431.33,1.00,-1.35
29.91,18.98,1.38,76.86,9.58,1.77,998.59,0.14,-2.47,72.41,0.63,-0.06,432.60,1.00,-1.28
19.67,17.53,0.00,59.39,8.03,0.40,1014.07,0.52,0.14,77.67,0.70,0.30,447.61,1.00,-0.40
27.18,18.59,1.01,64.79,8.51,0.83,1016.27,0.58,0.51,63.70,0.51,-0.66,443.87,1.00,-0.61
21.39,17.77,0.23,52.30,7.40,-0.16,1009.20,0.40,-0.68,79.77,0.73,0.44,446.87,1.00,-0.44
10.45,16.22,-1.23,41.01,6.39,-1.05,1020.57,0.68,1.23,93.84,0.92,1.41,465.74,1.00,0.67
19.46,17.50,-0.03,56.89,7.81,0.20,1014.02,0.52,0.13,84.95,0.80,0.80,447.86,1.00,-0.38
23.55,18.08,0.52,62.96,8.35,0.68,1020.16,0.67,1.16,70.16,0.60,-0.22,447.65,1.00,-0.39
23.35,18.05,0.50,63.47,8.39,0.72,1011.78,0.47,-0.25,84.24,0.79,0.75,437.87,1.00,-0.97
9.26,16.06,-1.39,41.66,6.45,-1.00,1016.87,0.59,0.61,73.32,0.64,0.00,483.51,1.00,1.71
10.30,16.20,-1.25,41.46,6.43,-1.01,1018.21,0.63,0.83,86.17,0.81,0.88,479.65,1.00,1.48
20.94,17.71,0.17,58.16,7.92,0.30,1016.88,0.59,0.61,65.43,0.53,-0.54,455.16,1.00,0.05
23.13,18.02,0.47,71.25,9.08,1.33,1002.49,0.24,-1.81,94.59,0.93,1.46,431.91,1.00,-1.32
12.77,16.55,-0.92,41.50,6.44,-1.01,1014.13,0.53,0.15,86.80,0.82,0.92,470.68,1.00,0.96
28.29,18.75,1.16,69.13,8.89,1.17,1009.29,0.41,-0.67,58.18,0.44,-1.04,429.28,1.00,-1.47
19.13,17.45,-0.07,59.21,8.01,0.39,1018.32,0.63,0.85,89.66,0.86,1.12,450.81,1.00,-0.21
24.44,18.21,0.64,73.50,9.28,1.51,1011.49,0.46,-0.30,87.39,0.83,0.96,437.73,1.00,-0.97
20.32,17.62,0.09,44.60,6.71,-0.76,1015.16,0.55,0.32,36.35,0.14,-2.53,460.21,1.00,0.34
20.54,17.65,0.12,69.05,8.89,1.16,1001.60,0.22,-1.96,79.62,0.72,0.43,442.86,1.00,-0.67
12.16,16.47,-1.01,45.00,6.75,-0.73,1021.51,0.71,1.39,50.52,0.33,-1.56,482.99,1.00,1.68
28.09,18.72,1.13,65.27,8.55,0.86,1013.27,0.50,0.00,51.96,0.35,-1.46,440.00,1.00,-0.84
9.25,16.05,-1.40,41.82,6.46,-0.98,1033.25,1.00,3.37,74.73,0.66,0.10,478.48,1.00,1.41
21.75,17.82,0.28,49.82,7.18,-0.35,1015.01,0.55,0.29,78.33,0.71,0.34,455.28,1.00,0.05
23.70,18.10,0.54,66.56,8.67,0.96,1002.07,0.23,-1.88,85.19,0.80,0.81,436.94,1.00,-1.02
16.22,17.04,-0.46,37.87,6.11,-1.29,1022.36,0.73,1.53,83.13,0.77,0.67,461.06,1.00,0.39
24.75,18.25,0.68,69.45,8.92,1.19,1013.97,0.52,0.12,53.49,0.37,-1.36,438.28,1.00,-0.94
10.48,16.23,-1.23,39.58,6.27,-1.16,1011.81,0.47,-0.24,88.86,0.85,1.07,472.61,1.00,1.07
29.53,18.93,1.33,70.79,9.04,1.30,1003.70,0.27,-1.61,60.89,0.47,-0.85,426.85,1.00,-1.61
12.59,16.53,-0.95,39.72,6.28,-1.15,1017.76,0.62,0.76,61.14,0.48,-0.83,470.18,1.00,0.93
23.50,18.07,0.52,54.42,7.59,0.01,1012.31,0.48,-0.16,68.29,0.57,-0.34,455.38,1.00,0.06
29.01,18.85,1.26,66.56,8.67,0.96,1006.44,0.34,-1.15,57.62,0.43,-1.07,428.32,1.00,-1.53
9.75,16.12,-1.33,42.49,6.52,-0.93,1010.57,0.44,-0.45,83.63,0.78,0.71,480.35,1.00,1.52
19.55,17.51,-0.01,56.53,7.77,0.18,1020.20,0.68,1.17,78.10,0.70,0.33,455.56,1.00,0.07
21.05,17.73,0.19,58.33,7.93,0.32,1013.14,0.50,-0.02,66.34,0.55,-0.48,447.66,1.00,-0.39
24.72,18.25,0.68,68.67,8.85,1.13,1006.74,0.34,-1.10,79.02,0.72,0.39,443.06,1.00,-0.66
21.19,17.75,0.21,58.86,7.98,0.36,1014.19,0.53,0.16,68.96,0.58,-0.30,452.43,1.00,-0.11
10.77,16.27,-1.19,41.54,6.44,-1.00,1019.94,0.67,1.13,71.13,0.61,-0.15,477.81,1.00,1.37
28.68,18.81,1.21,73.77,9.31,1.53,1004.72,0.29,-1.44,87.01,0.82,0.94,431.66,1.00,-1.33
29.87,18.97,1.37,73.91,9.32,1.54,1004.53,0.29,-1.47,74.30,0.65,0.07,431.80,1.00,-1.32
22.99,18.00,0.45,68.67,8.85,1.13,1006.65,0.34,-1.11,77.62,0.70,0.30,446.67,1.00,-0.45
24.66,18.24,0.67,60.29,8.11,0.47,1018.00,0.62,0.80,59.56,0.46,-0.94,445.26,1.00,-0.53
32.63,19.37,1.74,69.89,8.96,1.23,1013.85,0.52,0.10,41.66,0.22,-2.17,425.72,1.00,-1.68
31.38,19.19,1.57,72.29,9.18,1.42,1008.73,0.39,-0.76,73.27,0.64,-0.00,430.58,1.00,-1.39
23.87,18.12,0.57,60.27,8.11,0.47,1018.94,0.64,0.96,77.16,0.69,0.26,439.86,1.00,-0.85
25.60,18.37,0.80,59.15,8.01,0.38,1013.31,0.51,0.01,67.02,0.56,-0.43,441.11,1.00,-0.78
27.62,18.66,1.07,71.14,9.07,1.32,1011.60,0.46,-0.28,52.80,0.37,-1.40,434.72,1.00,-1.15
30.10,19.01,1.40,67.45,8.74,1.03,1014.23,0.53,0.16,39.04,0.18,-2.35,434.01,1.00,-1.19
12.19,16.47,-1.00,41.17,6.41,-1.03,1019.43,0.66,1.04,65.47,0.53,-0.54,475.64,1.00,1.25
13.11,16.60,-0.88,41.58,6.44,-1.00,1020.43,0.68,1.21,74.32,0.65,0.07,460.44,1.00,0.36
28.29,18.75,1.16,68.67,8.85,1.13,1005.46,0.31,-1.31,69.22,0.59,-0.28,436.40,1.00,-1.05
13.45,16.65,-0.83,40.73,6.37,-1.07,1018.70,0.64,0.92,93.88,0.92,1.41,461.03,1.00,0.39
10.98,16.30,-1.16,41.54,6.44,-1.00,1019.94,0.67,1.13,69.83,0.59,-0.24,479.08,1.00,1.45
26.48,18.49,0.92,69.14,8.90,1.17,1009.31,0.41,-0.66,84.11,0.78,0.74,435.76,1.00,-1.09
13.07,16.59,-0.88,45.51,6.79,-0.69,1015.22,0.55,0.33,78.65,0.71,0.37,460.14,1.00,0.34
25.56,18.36,0.79,75.60,9.47,1.68,1017.37,0.61,0.69,69.31,0.59,-0.27,442.20,1.00,-0.71
22.68,17.96,0.41,50.78,7.26,-0.28,1008.83,0.39,-0.75,70.30,0.60,-0.21,447.69,1.00,-0.39
28.86,18.83,1.24,73.67,9.30,1.52,1006.65,0.34,-1.11,68.23,0.57,-0.35,431.15,1.00,-1.36
22.70,17.96,0.41,63.56,8.40,0.73,1014.32,0.53,0.18,71.76,0.62,-0.11,445.00,1.00,-0.55
27.89,18.69,1.11,73.21,9.26,1.49,1001.32,0.21,-2.01,85.88,0.81,0.86,431.59,1.00,-1.33
13.78,16.70,-0.79,44.47,6.70,-0.77,1027.94,0.87,2.47,71.09,0.61,-0.15,467.22,1.00,0.75
28.14,18.73,1.14,51.43,7.32,-0.23,1012.16,0.48,-0.19,52.67,0.36,-1.41,445.33,1.00,-0.53
11.80,16.42,-1.05,45.09,6.76,-0.73,1013.21,0.50,-0.01,89.68,0.86,1.12,470.57,1.00,0.95
10.71,16.26,-1.20,39.61,6.27,-1.16,1018.72,0.64,0.92,73.66,0.64,0.02,473.77,1.00,1.14
24.54,18.22,0.66,60.29,8.11,0.47,1017.42,0.61,0.70,58.94,0.45,-0.98,447.67,1.00,-0.39
11.54,16.38,-1.09,40.05,6.31,-1.12,1014.78,0.54,0.26,87.05,0.82,0.94,474.29,1.00,1.17
29.47,18.92,1.32,71.32,9.09,1.34,1008.07,0.38,-0.87,67.00,0.56,-0.43,437.14,1.00,-1.01
29.24,18.89,1.29,69.05,8.89,1.16,1003.12,0.25,-1.71,43.18,0.24,-2.06,432.56,1.00,-1.28
14.51,16.80,-0.69,41.79,6.46,-0.98,1009.72,0.42,-0.60,80.62,0.74,0.50,459.14,1.00,0.28
22.91,17.99,0.44,60.07,8.09,0.45,1016.03,0.57,0.47,59.72,0.46,-0.93,446.19,1.00,-0.48
27.02,18.57,0.99,71.77,9.13,1.37,1006.38,0.33,-1.16,72.10,0.62,-0.08,428.10,1.00,-1.54
13.49,16.65,-0.83,44.47,6.70,-0.77,1030.18,0.92,2.85,69.15,0.58,-0.28,468.46,1.00,0.83
30.24,19.03,1.42,66.75,8.68,0.98,1017.95,0.62,0.79,55.66,0.40,-1.21,435.02,1.00,-1.13
23.19,18.03,0.47,48.60,7.07,-0.45,1002.38,0.23,-1.83,61.19,0.48,-0.83,445.52,1.00,-0.52
17.73,17.25,-0.26,40.55,6.35,-1.08,1003.36,0.26,-1.67,74.62,0.66,0.09,462.69,1.00,0.49
18.62,17.38,-0.14,61.27,8.19,0.55,1019.26,0.65,1.01,73.35,0.64,0.00,455.75,1.00,0.08
12.85,16.56,-0.91,40.00,6.30,-1.13,1015.89,0.57,0.44,68.85,0.58,-0.31,463.74,1.00,0.55
32.33,19.32,1.70,69.68,8.94,1.21,1011.95,0.47,-0.22,39.89,0.19,-2.29,439.79,1.00,-0.85
25.09,18.30,0.73,58.95,7.99,0.37,1016.99,0.60,0.63,53.16,0.37,-1.38,443.26,1.00,-0.65
29.45,18.92,1.31,69.13,8.89,1.17,1009.30,0.41,-0.67,52.97,0.37,-1.39,432.04,1.00,-1.31
16.91,17.14,-0.37,43.96,6.65,-0.81,1013.32,0.51,0.01,79.87,0.73,0.45,465.86,1.00,0.67
14.09,16.74,-0.75,45.87,6.82,-0.66,1009.05,0.40,-0.71,84.09,0.78,0.74,465.60,1.00,0.66
10.73,16.26,-1.20,25.36,5.00,-2.28,1009.35,0.41,-0.66,100.15,1.00,1.84,469.43,1.00,0.88
23.20,18.03,0.48,49.30,7.13,-0.39,1003.40,0.26,-1.66,79.77,0.73,0.44,440.75,1.00,-0.80
8.21,15.91,-1.54,38.91,6.21,-1.21,1015.82,0.57,0.43,88.99,0.85,1.07,481.32,1.00,1.58
9.30,16.06,-1.39,40.56,6.35,-1.08,1022.64,0.74,1.58,76.14,0.68,0.19,479.87,1.00,1.49
16.97,17.15,-0.36,39.16,6.23,-1.19,1005.70,0.32,-1.27,69.13,0.58,-0.29,458.59,1.00,0.25
23.69,18.10,0.54,71.97,9.15,1.39,1009.62,0.41,-0.61,93.03,0.90,1.35,438.62,1.00,-0.92
25.13,18.30,0.74,59.44,8.03,0.40,1012.38,0.48,-0.15,77.92,0.70,0.32,445.59,1.00,-0.51
9.86,16.14,-1.31,43.56,6.62,-0.85,1015.13,0.55,0.32,74.89,0.66,0.11,481.87,1.00,1.61
11.33,16.35,-1.12,41.50,6.44,-1.01,1013.58,0.51,0.05,88.70,0.85,1.05,475.01,1.00,1.21
26.95,18.56,0.98,48.41,7.05,-0.46,1008.53,0.39,-0.80,62.94,0.50,-0.71,436.54,1.00,-1.04
15.00,16.87,-0.62,40.66,6.36,-1.07,1016.28,0.58,0.51,89.62,0.86,1.12,456.63,1.00,0.13
20.76,17.68,0.15,62.52,8.31,0.65,1015.63,0.56,0.40,81.04,0.74,0.53,451.69,1.00,-0.16
14.29,16.77,-0.72,39.59,6.27,-1.16,1010.93,0.45,-0.39,94.53,0.92,1.45,463.04,1.00,0.51
19.74,17.54,0.01,67.71,8.77,1.05,1007.68,0.37,-0.94,64.02,0.52,-0.64,446.10,1.00,-0.48
26.68,18.52,0.94,59.92,8.07,0.44,1009.94,0.42,-0.56,70.57,0.60,-0.19,438.67,1.00,-0.92
14.24,16.76,-0.73,41.40,6.43,-1.02,1019.70,0.66,1.08,70.32,0.60,-0.20,466.88,1.00,0.73
21.98,17.86,0.31,48.41,7.05,-0.46,1008.42,0.38,-0.81,84.86,0.79,0.79,444.60,1.00,-0.57
22.75,17.97,0.42,59.39,8.03,0.40,1015.40,0.56,0.36,81.41,0.75,0.55,440.26,1.00,-0.83
8.34,15.92,-1.52,40.96,6.39,-1.05,1023.28,0.75,1.69,89.45,0.86,1.11,483.92,1.00,1.73
11.80,16.42,-1.05,41.20,6.41,-1.03,1017.18,0.60,0.66,82.71,0.77,0.64,475.19,1.00,1.22
8.81,15.99,-1.45,44.68,6.72,-0.76,1023.06,0.75,1.65,93.93,0.92,1.41,479.24,1.00,1.46
30.05,19.00,1.40,73.68,9.30,1.52,1014.95,0.55,0.28,70.60,0.60,-0.19,434.92,1.00,-1.14
16.01,17.01,-0.49,65.46,8.57,0.88,1014.00,0.52,0.12,87.68,0.83,0.98,454.16,1.00,-0.01
21.75,17.82,0.28,58.79,7.97,0.35,1012.42,0.48,-0.14,87.58,0.83,0.98,447.58,1.00,-0.40
13.94,16.72,-0.77,41.26,6.41,-1.03,1021.67,0.71,1.42,74.40,0.65,0.07,467.90,1.00,0.79
29.25,18.89,1.29,69.13,8.89,1.17,1010.27,0.43,-0.50,67.35,0.56,-0.41,426.29,1.00,-1.65
22.33,17.91,0.36,45.87,6.82,-0.66,1007.80,0.37,-0.92,63.61,0.51,-0.66,447.02,1.00,-0.43
16.43,17.07,-0.43,41.79,6.46,-0.98,1005.47,0.31,-1.31,76.89,0.69,0.25,455.85,1.00,0.09
11.50,16.37,-1.09,40.22,6.32,-1.11,1010.31,0.43,-0.50,78.08,0.70,0.33,476.46,1.00,1.29
23.53,18.08,0.52,68.94,8.88,1.15,1007.53,0.36,-0.96,69.17,0.58,-0.28,437.48,1.00,-0.99
21.86,17.84,0.30,49.21,7.12,-0.40,1014.61,0.54,0.23,53.31,0.37,-1.37,452.77,1.00,-0.09
6.17,15.62,-1.81,39.33,6.24,-1.18,1012.57,0.49,-0.12,93.32,0.91,1.37,491.54,1.00,2.18
30.19,19.02,1.41,64.79,8.51,0.83,1017.22,0.60,0.67,42.47,0.23,-2.11,438.41,1.00,-0.93
11.67,16.40,-1.07,41.93,6.47,-0.97,1019.81,0.67,1.10,82.58,0.76,0.64,476.10,1.00,1.27
15.34,16.92,-0.58,36.99,6.03,-1.36,1007.87,0.37,-0.91,94.59,0.93,1.46,464.58,1.00,0.60
11.50,16.37,-1.09,40.78,6.37,-1.06,1023.91,0.77,1.79,86.31,0.81,0.89,467.74,1.00,0.78
25.53,18.36,0.79,57.17,7.83,0.23,1010.00,0.42,-0.55,72.57,0.63,-0.05,442.12,1.00,-0.72
21.27,17.76,0.22,57.50,7.86,0.25,1014.53,0.54,0.21,80.76,0.74,0.51,453.34,1.00,-0.06
28.37,18.76,1.17,69.13,8.89,1.17,1010.44,0.43,-0.47,71.93,0.62,-0.09,425.29,1.00,-1.70
28.39,18.76,1.17,51.43,7.32,-0.23,1011.74,0.47,-0.26,47.54,0.29,-1.77,449.63,1.00,-0.28
13.78,16.70,-0.79,45.78,6.82,-0.67,1025.27,0.80,2.02,95.72,0.94,1.54,462.88,1.00,0.50
14.60,16.81,-0.68,42.32,6.51,-0.94,1015.71,0.56,0.41,77.03,0.69,0.25,464.67,1.00,0.60
5.10,15.47,-1.95,35.57,5.91,-1.47,1027.17,0.85,2.34,80.49,0.74,0.49,489.96,1.00,2.09
7.00,15.74,-1.70,38.08,6.13,-1.28,1020.27,0.68,1.18,77.67,0.70,0.30,482.38,1.00,1.64
26.30,18.47,0.89,77.95,9.68,1.86,1009.45,0.41,-0.64,78.72,0.71,0.37,437.95,1.00,-0.96
30.56,19.07,1.46,71.98,9.15,1.39,1004.74,0.29,-1.43,58.77,0.45,-1.00,429.20,1.00,-1.47
21.09,17.73,0.19,46.63,6.89,-0.60,1013.03,0.50,-0.04,74.80,0.66,0.10,453.34,1.00,-0.06
28.21,18.74,1.15,70.02,8.97,1.24,1010.58,0.44,-0.45,51.34,0.35,-1.50,442.47,1.00,-0.70
15.84,16.99,-0.51,49.69,7.16,-0.36,1015.14,0.55,0.32,90.41,0.87,1.17,462.60,1.00,0.48
10.03,16.16,-1.29,40.96,6.39,-1.05,1024.57,0.78,1.90,91.10,0.88,1.22,478.79,1.00,1.43
20.37,17.63,0.10,52.05,7.37,-0.18,1012.34,0.48,-0.15,62.57,0.50,-0.74,456.11,1.00,0.10
21.19,17.75,0.21,50.16,7.21,-0.33,1005.81,0.32,-1.25,84.27,0.79,0.75,450.33,1.00,-0.24
33.73,19.52,1.89,69.88,8.96,1.23,1007.21,0.35,-1.02,42.93,0.23,-2.08,434.83,1.00,-1.14
29.87,18.97,1.37,73.68,9.30,1.52,1015.10,0.55,0.31,40.96,0.21,-2.22,433.43,1.00,-1.23
19.62,17.52,-0.00,62.96,8.35,0.68,1020.76,0.69,1.26,76.53,0.68,0.22,456.02,1.00,0.10
