AT (Original),AT (Binned),AT (Min-Max),AT (Z-Score)
8.85,8.43,0.08,-1.51
8.86,8.43,0.08,-1.51
8.86,8.43,0.08,-1.51
8.86,8.43,0.08,-1.51
8.87,8.43,0.08,-1.51
8.87,8.43,0.08,-1.51
8.88,8.43,0.08,-1.51
8.88,8.43,0.08,-1.51
8.88,8.43,0.08,-1.51
8.88,8.43,0.08,-1.51
8.89,8.43,0.08,-1.51
8.90,8.43,0.08,-1.51
8.90,8.43,0.08,-1.51
8.90,8.43,0.08,-1.51
8.90,8.43,0.08,-1.51
8.91,8.43,0.08,-1.51
8.91,8.43,0.08,-1.51
8.91,8.43,0.08,-1.51
8.93,8.43,0.08,-1.51
8.94,8.43,0.08,-1.51
8.94,8.43,0.08,-1.51
8.94,8.43,0.08,-1.51
8.94,8.43,0.08,-1.51
8.94,8.43,0.08,-1.51
8.95,8.43,0.08,-1.51
8.95,8.43,0.08,-1.51
8.95,8.43,0.08,-1.51
8.95,8.43,0.08,-1.51
8.96,8.43,0.08,-1.51
8.96,8.43,0.08,-1.51
8.97,8.43,0.08,-1.51
8.97,8.43,0.08,-1.51
8.97,8.43,0.08,-1.51
8.99,8.43,0.08,-1.51
8.99,8.43,0.08,-1.51
8.99,8.43,0.08,-1.51
8.99,8.43,0.08,-1.51
9.00,8.43,0.08,-1.51
9.00,8.43,0.08,-1.51
9.00,8.43,0.08,-1.51
9.00,8.43,0.08,-1.51
9.00,8.43,0.08,-1.51
9.01,8.43,0.08,-1.51
9.01,8.43,0.08,-1.51
9.02,8.43,0.08,-1.51
9.03,8.43,0.08,-1.51
9.03,8.43,0.08,-1.51
9.04,8.43,0.08,-1.51
9.04,8.43,0.08,-1.51
9.05,8.43,0.08,-1.51
9.05,8.43,0.08,-1.51
9.05,8.43,0.08,-1.51
9.06,8.43,0.08,-1.51
9.06,8.43,0.08,-1.51
9.06,8.43,0.08,-1.51
9.06,8.43,0.08,-1.51
9.06,8.43,0.08,-1.51
9.06,8.43,0.08,-1.51
9.07,8.43,0.08,-1.51
9.07,8.43,0.08,-1.51
9.08,8.43,0.08,-1.51
9.08,8.43,0.08,-1.51
9.08,8.43,0.08,-1.51
9.08,8.43,0.08,-1.51
9.08,8.43,0.08,-1.51
9.09,8.43,0.08,-1.51
9.10,8.43,0.08,-1.51
9.11,8.43,0.08,-1.51
9.11,8.43,0.08,-1.51
9.11,8.43,0.08,-1.51
9.12,8.43,0.08,-1.51
9.12,8.43,0.08,-1.51
9.13,8.43,0.08,-1.51
9.13,8.43,0.08,-1.51
9.13,8.43,0.08,-1.51
9.14,8.43,0.08,-1.51
9.14,8.43,0.08,-1.51
9.14,8.43,0.08,-1.51
9.14,8.43,0.08,-1.51
9.15,8.43,0.08,-1.51
9.15,8.43,0.08,-1.51
9.15,8.43,0.08,-1.51
9.15,8.43,0.08,-1.51
9.15,8.43,0.08,-1.51
9.16,8.43,0.08,-1.51
9.16,8.43,0.08,-1.51
9.17,8.43,0.08,-1.51
9.18,8.43,0.08,-1.51
9.18,8.43,0.08,-1.51
9.18,8.43,0.08,-1.51
9.19,8.43,0.08,-1.51
9.19,8.43,0.08,-1.51
9.19,8.43,0.08,-1.51
9.20,8.43,0.08,-1.51
9.20,8.43,0.08,-1.51
9.20,8.43,0.08,-1.51
9.20,8.43,0.08,-1.51
9.21,8.43,0.08,-1.51
9.22,8.43,0.08,-1.51
9.23,8.43,0.08,-1.51
9.23,8.43,0.08,-1.51
9.23,8.43,0.08,-1.51
9.24,8.43,0.08,-1.51
9.24,8.43,0.08,-1.51
9.25,8.43,0.08,-1.51
9.25,8.43,0.08,-1.51
9.26,8.43,0.08,-1.51
9.26,8.43,0.08,-1.51
9.26,8.43,0.08,-1.51
9.26,8.43,0.08,-1.51
9.26,8.43,0.08,-1.51
9.27,8.43,0.08,-1.51
9.27,8.43,0.08,-1.51
9.27,8.43,0.08,-1.51
9.27,8.43,0.08,-1.51
9.27,8.43,0.08,-1.51
9.28,8.43,0.08,-1.51
9.28,8.43,0.08,-1.51
9.28,8.43,0.08,-1.51
9.29,8.43,0.08,-1.51
9.29,8.43,0.08,-1.51
9.29,8.43,0.08,-1.51
9.29,8.43,0.08,-1.51
9.30,8.43,0.08,-1.51
9.30,8.43,0.08,-1.51
9.30,8.43,0.08,-1.51
9.31,8.43,0.08,-1.51
9.31,8.43,0.08,-1.51
9.32,8.43,0.08,-1.51
9.32,8.43,0.08,-1.51
9.32,8.43,0.08,-1.51
9.32,8.43,0.08,-1.51
9.32,8.43,0.08,-1.51
9.33,8.43,0.08,-1.51
9.33,8.43,0.08,-1.51
9.33,8.43,0.08,-1.51
9.33,8.43,0.08,-1.51
9.34,10.04,0.14,-1.29
9.34,10.04,0.14,-1.29
9.34,10.04,0.14,-1.29
9.35,10.04,0.14,-1.29
9.35,10.04,0.14,-1.29
9.36,10.04,0.14,-1.29
9.37,10.04,0.14,-1.29
9.37,10.04,0.14,-1.29
9.37,10.04,0.14,-1.29
9.37,10.04,0.14,-1.29
9.38,10.04,0.14,-1.29
9.38,10.04,0.14,-1.29
9.38,10.04,0.14,-1.29
9.38,10.04,0.14,-1.29
9.39,10.04,0.14,-1.29
9.39,10.04,0.14,-1.29
9.39,10.04,0.14,-1.29
9.41,10.04,0.14,-1.29
9.41,10.04,0.14,-1.29
9.41,10.04,0.14,-1.29
9.41,10.04,0.14,-1.29
9.41,10.04,0.14,-1.29
9.42,10.04,0.14,-1.29
9.42,10.04,0.14,-1.29
9.42,10.04,0.14,-1.29
9.42,10.04,0.14,-1.29
9.42,10.04,0.14,-1.29
9.43,10.04,0.14,-1.29
9.43,10.04,0.14,-1.29
9.43,10.04,0.14,-1.29
9.43,10.04,0.14,-1.29
9.43,10.04,0.14,-1.29
9.44,10.04,0.14,-1.29
9.44,10.04,0.14,-1.29
9.44,10.04,0.14,-1.29
9.44,10.04,0.14,-1.29
9.44,10.04,0.14,-1.29
9.44,10.04,0.14,-1.29
9.45,10.04,0.14,-1.29
9.45,10.04,0.14,-1.29
9.45,10.04,0.14,-1.29
9.45,10.04,0.14,-1.29
9.45,10.04,0.14,-1.29
9.45,10.04,0.14,-1.29
9.46,10.04,0.14,-1.29
9.46,10.04,0.14,-1.29
9.46,10.04,0.14,-1.29
9.47,10.04,0.14,-1.29
9.47,10.04,0.14,-1.29
9.47,10.04,0.14,-1.29
9.47,10.04,0.14,-1.29
9.48,10.04,0.14,-1.29
9.48,10.04,0.14,-1.29
9.48,10.04,0.14,-1.29
9.48,10.04,0.14,-1.29
9.49,10.04,0.14,-1.29
9.50,10.04,0.14,-1.29
9.51,10.04,0.14,-1.29
9.51,10.04,0.14,-1.29
9.51,10.04,0.14,-1.29
9.51,10.04,0.14,-1.29
9.51,10.04,0.14,-1.29
9.52,10.04,0.14,-1.29
9.52,10.04,0.14,-1.29
9.52,10.04,0.14,-1.29
9.53,10.04,0.14,-1.29
9.53,10.04,0.14,-1.29
9.53,10.04,0.14,-1.29
9.53,10.04,0.14,-1.29
9.53,10.04,0.14,-1.29
9.53,10.04,0.14,-1.29
9.54,10.04,0.14,-1.29
9.54,10.04,0.14,-1.29
9.55,10.04,0.14,-1.29
9.55,10.04,0.14,-1.29
9.55,10.04,0.14,-1.29
9.55,10.04,0.14,-1.29
9.55,10.04,0.14,-1.29
9.55,10.04,0.14,-1.29
9.56,10.04,0.14,-1.29
9.56,10.04,0.14,-1.29
9.57,10.04,0.14,-1.29
9.57,10.04,0.14,-1.29
9.58,10.04,0.14,-1.29
9.59,10.04,0.14,-1.29
9.59,10.04,0.14,-1.29
9.59,10.04,0.14,-1.29
9.59,10.04,0.14,-1.29
9.59,10.04,0.14,-1.29
9.59,10.04,0.14,-1.29
9.60,10.04,0.14,-1.29
9.60,10.04,0.14,-1.29
9.60,10.04,0.14,-1.29
9.60,10.04,0.14,-1.29
9.61,10.04,0.14,-1.29
9.61,10.04,0.14,-1.29
9.62,10.04,0.14,-1.29
9.63,10.04,0.14,-1.29
9.63,10.04,0.14,-1.29
9.63,10.04,0.14,-1.29
9.64,10.04,0.14,-1.29
9.64,10.04,0.14,-1.29
9.64,10.04,0.14,-1.29
9.64,10.04,0.14,-1.29
9.65,10.04,0.14,-1.29
9.65,10.04,0.14,-1.29
9.66,10.04,0.14,-1.29
9.66,10.04,0.14,-1.29
9.66,10.04,0.14,-1.29
9.68,10.04,0.14,-1.29
9.68,10.04,0.14,-1.29
9.68,10.04,0.14,-1.29
9.68,10.04,0.14,-1.29
9.68,10.04,0.14,-1.29
9.68,10.04,0.14,-1.29
9.68,10.04,0.14,-1.29
9.68,10.04,0.14,-1.29
9.69,10.04,0.14,-1.29
9.70,10.04,0.14,-1.29
9.70,10.04,0.14,-1.29
9.70,10.04,0.14,-1.29
9.71,10.04,0.14,-1.29
9.72,10.04,0.14,-1.29
9.72,10.04,0.14,-1.29
9.72,10.04,0.14,-1.29
9.73,10.04,0.14,-1.29
9.73,10.04,0.14,-1.29
9.73,10.04,0.14,-1.29
9.74,10.04,0.14,-1.29
9.75,10.04,0.14,-1.29
9.75,10.04,0.14,-1.29
9.75,10.04,0.14,-1.29
9.75,10.04,0.14,-1.29
9.75,10.04,0.14,-1.29
9.75,10.04,0.14,-1.29
9.76,10.04,0.14,-1.29
9.76,10.04,0.14,-1.29
9.76,10.04,0.14,-1.29
9.77,10.04,0.14,-1.29
9.77,10.04,0.14,-1.29
9.77,10.04,0.14,-1.29
9.77,10.04,0.14,-1.29
9.78,10.04,0.14,-1.29
9.78,10.04,0.14,-1.29
9.78,10.04,0.14,-1.29
9.78,10.04,0.14,-1.29
9.79,10.04,0.14,-1.29
9.80,10.04,0.14,-1.29
9.81,10.04,0.14,-1.29
9.81,10.04,0.14,-1.29
9.82,10.04,0.14,-1.29
9.82,10.04,0.14,-1.29
9.82,10.04,0.14,-1.29
9.82,10.04,0.14,-1.29
9.82,10.04,0.14,-1.29
9.82,10.04,0.14,-1.29
9.83,10.04,0.14,-1.29
9.83,10.04,0.14,-1.29
9.83,10.04,0.14,-1.29
9.84,10.04,0.14,-1.29
9.84,10.04,0.14,-1.29
9.84,10.04,0.14,-1.29
9.86,10.04,0.14,-1.29
9.86,10.04,0.14,-1.29
9.86,10.04,0.14,-1.29
9.86,10.04,0.14,-1.29
9.86,10.04,0.14,-1.29
9.87,10.04,0.14,-1.29
9.87,10.04,0.14,-1.29
9.87,10.04,0.14,-1.29
9.88,10.04,0.14,-1.29
9.88,10.04,0.14,-1.29
9.88,10.04,0.14,-1.29
9.88,10.04,0.14,-1.29
9.89,10.04,0.14,-1.29
9.91,10.04,0.14,-1.29
9.92,10.04,0.14,-1.29
9.93,10.04,0.14,-1.29
9.93,10.04,0.14,-1.29
9.93,10.04,0.14,-1.29
9.94,10.04,0.14,-1.29
9.94,10.04,0.14,-1.29
9.95,10.04,0.14,-1.29
9.95,10.04,0.14,-1.29
9.96,10.04,0.14,-1.29
9.96,10.04,0.14,-1.29
9.96,10.04,0.14,-1.29
9.96,10.04,0.14,-1.29
9.97,10.04,0.14,-1.29
9.97,10.04,0.14,-1.29
9.97,10.04,0.14,-1.29
9.98,10.04,0.14,-1.29
9.98,10.04,0.14,-1.29
9.98,10.04,0.14,-1.29
9.98,10.04,0.14,-1.29
9.99,10.04,0.14,-1.29
9.99,10.04,0.14,-1.29
9.99,10.04,0.14,-1.29
9.99,10.04,0.14,-1.29
10.00,10.04,0.14,-1.29
10.01,10.04,0.14,-1.29
10.01,10.04,0.14,-1.29
10.01,10.04,0.14,-1.29
10.02,10.04,0.14,-1.29
10.02,10.04,0.14,-1.29
10.02,10.04,0.14,-1.29
10.02,10.04,0.14,-1.29
10.02,10.04,0.14,-1.29
10.02,10.04,0.14,-1.29
10.02,10.04,0.14,-1.29
10.03,10.04,0.14,-1.29
10.03,10.04,0.14,-1.29
10.03,10.04,0.14,-1.29
10.03,10.04,0.14,-1.29
10.03,10.04,0.14,-1.29
10.03,10.04,0.14,-1.29
10.03,10.04,0.14,-1.29
10.04,10.04,0.14,-1.29
10.04,10.04,0.14,-1.29
10.04,10.04,0.14,-1.29
10.05,10.04,0.14,-1.29
10.05,10.04,0.14,-1.29
10.05,10.04,0.14,-1.29
10.05,10.04,0.14,-1.29
10.05,10.04,0.14,-1.29
10.05,10.04,0.14,-1.29
10.06,10.04,0.14,-1.29
10.06,10.04,0.14,-1.29
10.06,10.04,0.14,-1.29
10.06,10.04,0.14,-1.29
10.06,10.04,0.14,-1.29
10.06,10.04,0.14,-1.29
10.06,10.04,0.14,-1.29
10.07,10.04,0.14,-1.29
10.07,10.04,0.14,-1.29
10.07,10.04,0.14,-1.29
10.07,10.04,0.14,-1.29
10.07,10.04,0.14,-1.29
10.07,10.04,0.14,-1.29
10.07,10.04,0.14,-1.29
10.08,10.04,0.14,-1.29
10.08,10.04,0.14,-1.29
10.08,10.04,0.14,-1.29
10.08,10.04,0.14,-1.29
10.09,10.04,0.14,-1.29
10.09,10.04,0.14,-1.29
10.09,10.04,0.14,-1.29
10.10,10.04,0.14,-1.29
10.10,10.04,0.14,-1.29
10.10,10.04,0.14,-1.29
10.10,10.04,0.14,-1.29
10.10,10.04,0.14,-1.29
10.10,10.04,0.14,-1.29
10.11,10.04,0.14,-1.29
10.11,10.04,0.14,-1.29
10.11,10.04,0.14,-1.29
10.11,10.04,0.14,-1.29
10.11,10.04,0.14,-1.29
10.11,10.04,0.14,-1.29
10.12,10.04,0.14,-1.29
10.12,10.04,0.14,-1.29
10.12,10.04,0.14,-1.29
10.12,10.04,0.14,-1.29
10.12,10.04,0.14,-1.29
10.12,10.04,0.14,-1.29
10.12,10.04,0.14,-1.29
10.13,10.04,0.14,-1.29
10.13,10.04,0.14,-1.29
10.14,10.04,0.14,-1.29
10.14,10.04,0.14,-1.29
10.15,10.04,0.14,-1.29
10.15,10.04,0.14,-1.29
10.15,10.04,0.14,-1.29
10.15,10.04,0.14,-1.29
10.15,10.04,0.14,-1.29
10.15,10.04,0.14,-1.29
10.15,10.04,0.14,-1.29
10.16,10.04,0.14,-1.29
10.16,10.04,0.14,-1.29
10.16,10.04,0.14,-1.29
10.16,10.04,0.14,-1.29
10.16,10.04,0.14,-1.29
10.17,10.04,0.14,-1.29
10.17,10.04,0.14,-1.29
10.17,10.04,0.14,-1.29
10.17,10.04,0.14,-1.29
10.17,10.04,0.14,-1.29
10.18,10.04,0.14,-1.29
10.18,10.04,0.14,-1.29
10.18,10.04,0.14,-1.29
10.19,10.04,0.14,-1.29
10.19,10.04,0.14,-1.29
10.20,10.04,0.14,-1.29
10.20,10.04,0.14,-1.29
10.20,10.04,0.14,-1.29
10.20,10.04,0.14,-1.29
10.20,10.04,0.14,-1.29
10.20,10.04,0.14,-1.29
10.22,10.04,0.14,-1.29
10.22,10.04,0.14,-1.29
10.22,10.04,0.14,-1.29
10.22,10.04,0.14,-1.29
10.22,10.04,0.14,-1.29
10.22,10.04,0.14,-1.29
10.22,10.04,0.14,-1.29
10.23,10.04,0.14,-1.29
10.23,10.04,0.14,-1.29
10.23,10.04,0.14,-1.29
10.23,10.04,0.14,-1.29
10.23,10.04,0.14,-1.29
10.24,10.04,0.14,-1.29
10.24,10.04,0.14,-1.29
10.24,10.04,0.14,-1.29
10.25,10.04,0.14,-1.29
10.25,10.04,0.14,-1.29
10.25,10.04,0.14,-1.29
10.25,10.04,0.14,-1.29
10.26,10.04,0.14,-1.29
10.26,10.04,0.14,-1.29
10.27,10.04,0.14,-1.29
10.27,10.04,0.14,-1.29
10.27,10.04,0.14,-1.29
10.27,10.04,0.14,-1.29
10.27,10.04,0.14,-1.29
10.28,10.04,0.14,-1.29
10.28,10.04,0.14,-1.29
10.28,10.04,0.14,-1.29
10.29,10.04,0.14,-1.29
10.29,10.04,0.14,-1.29
10.29,10.04,0.14,-1.29
10.29,10.04,0.14,-1.29
10.30,10.04,0.14,-1.29
10.30,10.04,0.14,-1.29
10.31,10.04,0.14,-1.29
10.31,10.04,0.14,-1.29
10.31,10.04,0.14,-1.29
10.31,10.04,0.14,-1.29
10.31,10.04,0.14,-1.29
10.31,10.04,0.14,-1.29
10.31,10.04,0.14,-1.29
10.32,10.04,0.14,-1.29
10.32,10.04,0.14,-1.29
10.32,10.04,0.14,-1.29
10.32,10.04,0.14,-1.29
10.32,10.04,0.14,-1.29
10.32,10.04,0.14,-1.29
10.32,10.04,0.14,-1.29
10.33,10.04,0.14,-1.29
10.33,10.04,0.14,-1.29
10.33,10.04,0.14,-1.29
10.33,10.04,0.14,-1.29
10.33,10.04,0.14,-1.29
10.33,10.04,0.14,-1.29
10.33,10.04,0.14,-1.29
10.34,10.04,0.14,-1.29
10.34,10.04,0.14,-1.29
10.34,10.04,0.14,-1.29
10.35,10.04,0.14,-1.29
10.35,10.04,0.14,-1.29
10.35,10.04,0.14,-1.29
10.35,10.04,0.14,-1.29
10.35,10.04,0.14,-1.29
10.36,10.04,0.14,-1.29
10.36,10.04,0.14,-1.29
10.36,10.04,0.14,-1.29
10.36,10.04,0.14,-1.29
10.37,10.04,0.14,-1.29
10.37,10.04,0.14,-1.29
10.37,10.04,0.14,-1.29
10.37,10.04,0.14,-1.29
10.38,10.04,0.14,-1.29
10.38,10.04,0.14,-1.29
10.38,10.04,0.14,-1.29
10.38,10.04,0.14,-1.29
10.38,10.04,0.14,-1.29
10.39,10.04,0.14,-1.29
10.39,10.04,0.14,-1.29
10.39,10.04,0.14,-1.29
10.39,10.04,0.14,-1.29
10.39,10.04,0.14,-1.29
10.39,10.04,0.14,-1.29
10.40,10.04,0.14,-1.29
10.40,10.04,0.14,-1.29
10.40,10.04,0.14,-1.29
10.41,10.04,0.14,-1.29
10.41,10.04,0.14,-1.29
10.41,10.04,0.14,-1.29
10.42,10.04,0.14,-1.29
10.42,10.04,0.14,-1.29
10.42,10.04,0.14,-1.29
10.42,10.04,0.14,-1.29
10.42,10.04,0.14,-1.29
10.42,10.04,0.14,-1.29
10.44,10.04,0.14,-1.29
10.44,10.04,0.14,-1.29
10.45,10.04,0.14,-1.29
10.45,10.04,0.14,-1.29
10.45,10.04,0.14,-1.29
10.45,10.04,0.14,-1.29
10.45,10.04,0.14,-1.29
10.46,10.04,0.14,-1.29
10.46,10.04,0.14,-1.29
10.46,10.04,0.14,-1.29
10.47,10.04,0.14,-1.29
10.47,10.04,0.14,-1.29
10.47,10.04,0.14,-1.29
10.48,10.04,0.14,-1.29
10.48,10.04,0.14,-1.29
10.48,10.04,0.14,-1.29
10.48,10.04,0.14,-1.29
10.48,10.04,0.14,-1.29
10.48,10.04,0.14,-1.29
10.48,10.04,0.14,-1.29
10.49,10.04,0.14,-1.29
10.50,10.04,0.14,-1.29
10.50,10.04,0.14,-1.29
10.50,10.04,0.14,-1.29
10.51,10.04,0.14,-1.29
10.51,10.04,0.14,-1.29
10.51,10.04,0.14,-1.29
10.52,10.04,0.14,-1.29
10.52,10.04,0.14,-1.29
10.52,10.04,0.14,-1.29
10.52,10.04,0.14,-1.29
10.53,10.04,0.14,-1.29
10.53,10.04,0.14,-1.29
10.53,10.04,0.14,-1.29
10.54,10.04,0.14,-1.29
10.54,10.04,0.14,-1.29
10.54,10.04,0.14,-1.29
10.55,10.04,0.14,-1.29
10.55,10.04,0.14,-1.29
10.55,10.04,0.14,-1.29
10.56,10.04,0.14,-1.29
10.56,10.04,0.14,-1.29
10.56,10.04,0.14,-1.29
10.57,10.04,0.14,-1.29
10.57,10.04,0.14,-1.29
10.57,10.04,0.14,-1.29
10.57,10.04,0.14,-1.29
10.57,10.04,0.14,-1.29
10.58,10.04,0.14,-1.29
10.58,10.04,0.14,-1.29
10.58,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.59,10.04,0.14,-1.29
10.60,10.04,0.14,-1.29
10.60,10.04,0.14,-1.29
10.60,10.04,0.14,-1.29
10.61,10.04,0.14,-1.29
10.61,10.04,0.14,-1.29
10.61,10.04,0.14,-1.29
10.61,10.04,0.14,-1.29
10.62,10.04,0.14,-1.29
10.62,10.04,0.14,-1.29
10.62,10.04,0.14,-1.29
10.62,10.04,0.14,-1.29
10.62,10.04,0.14,-1.29
10.63,10.04,0.14,-1.29
10.63,10.04,0.14,-1.29
10.63,10.04,0.14,-1.29
10.63,10.04,0.14,-1.29
10.63,10.04,0.14,-1.29
10.64,10.04,0.14,-1.29
10.64,10.04,0.14,-1.29
10.65,10.04,0.14,-1.29
10.66,10.04,0.14,-1.29
10.66,10.04,0.14,-1.29
10.67,10.04,0.14,-1.29
10.67,10.04,0.14,-1.29
10.67,11.47,0.19,-1.10
10.67,11.47,0.19,-1.10
10.68,11.47,0.19,-1.10
10.68,11.47,0.19,-1.10
10.69,11.47,0.19,-1.10
10.70,11.47,0.19,-1.10
10.70,11.47,0.19,-1.10
10.71,11.47,0.19,-1.10
10.71,11.47,0.19,-1.10
10.72,11.47,0.19,-1.10
10.72,11.47,0.19,-1.10
10.72,11.47,0.19,-1.10
10.72,11.47,0.19,-1.10
10.72,11.47,0.19,-1.10
10.72,11.47,0.19,-1.10
10.72,11.47,0.19,-1.10
10.73,11.47,0.19,-1.10
10.73,11.47,0.19,-1.10
10.73,11.47,0.19,-1.10
10.74,11.47,0.19,-1.10
10.74,11.47,0.19,-1.10
10.74,11.47,0.19,-1.10
10.74,11.47,0.19,-1.10
10.74,11.47,0.19,-1.10
10.74,11.47,0.19,-1.10
10.75,11.47,0.19,-1.10
10.75,11.47,0.19,-1.10
10.75,11.47,0.19,-1.10
10.76,11.47,0.19,-1.10
10.76,11.47,0.19,-1.10
10.76,11.47,0.19,-1.10
10.77,11.47,0.19,-1.10
10.77,11.47,0.19,-1.10
10.77,11.47,0.19,-1.10
10.77,11.47,0.19,-1.10
10.78,11.47,0.19,-1.10
10.79,11.47,0.19,-1.10
10.79,11.47,0.19,-1.10
10.80,11.47,0.19,-1.10
10.80,11.47,0.19,-1.10
10.80,11.47,0.19,-1.10
10.80,11.47,0.19,-1.10
10.80,11.47,0.19,-1.10
10.80,11.47,0.19,-1.10
10.80,11.47,0.19,-1.10
10.80,11.47,0.19,-1.10
10.81,11.47,0.19,-1.10
10.81,11.47,0.19,-1.10
10.82,11.47,0.19,-1.10
10.82,11.47,0.19,-1.10
10.82,11.47,0.19,-1.10
10.82,11.47,0.19,-1.10
10.82,11.47,0.19,-1.10
10.84,11.47,0.19,-1.10
10.84,11.47,0.19,-1.10
10.84,11.47,0.19,-1.10
10.86,11.47,0.19,-1.10
10.86,11.47,0.19,-1.10
10.87,11.47,0.19,-1.10
10.87,11.47,0.19,-1.10
10.87,11.47,0.19,-1.10
10.87,11.47,0.19,-1.10
10.88,11.47,0.19,-1.10
10.89,11.47,0.19,-1.10
10.89,11.47,0.19,-1.10
10.90,11.47,0.19,-1.10
10.90,11.47,0.19,-1.10
10.90,11.47,0.19,-1.10
10.90,11.47,0.19,-1.10
10.91,11.47,0.19,-1.10
10.91,11.47,0.19,-1.10
10.91,11.47,0.19,-1.10
10.91,11.47,0.19,-1.10
10.91,11.47,0.19,-1.10
10.92,11.47,0.19,-1.10
10.93,11.47,0.19,-1.10
10.93,11.47,0.19,-1.10
10.94,11.47,0.19,-1.10
10.94,11.47,0.19,-1.10
10.94,11.47,0.19,-1.10
10.94,11.47,0.19,-1.10
10.94,11.47,0.19,-1.10
10.94,11.47,0.19,-1.10
10.95,11.47,0.19,-1.10
10.95,11.47,0.19,-1.10
10.95,11.47,0.19,-1.10
10.95,11.47,0.19,-1.10
10.96,11.47,0.19,-1.10
10.96,11.47,0.19,-1.10
10.96,11.47,0.19,-1.10
10.97,11.47,0.19,-1.10
10.98,11.47,0.19,-1.10
10.98,11.47,0.19,-1.10
10.98,11.47,0.19,-1.10
10.99,11.47,0.19,-1.10
10.99,11.47,0.19,-1.10
11.00,11.47,0.19,-1.10
11.01,11.47,0.19,-1.10
11.01,11.47,0.19,-1.10
11.01,11.47,0.19,-1.10
11.01,11.47,0.19,-1.10
11.01,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.02,11.47,0.19,-1.10
11.03,11.47,0.19,-1.10
11.03,11.47,0.19,-1.10
11.04,11.47,0.19,-1.10
11.04,11.47,0.19,-1.10
11.04,11.47,0.19,-1.10
11.05,11.47,0.19,-1.10
11.05,11.47,0.19,-1.10
11.06,11.47,0.19,-1.10
11.06,11.47,0.19,-1.10
11.06,11.47,0.19,-1.10
11.06,11.47,0.19,-1.10
11.06,11.47,0.19,-1.10
11.08,11.47,0.19,-1.10
11.09,11.47,0.19,-1.10
11.09,11.47,0.19,-1.10
11.09,11.47,0.19,-1.10
11.10,11.47,0.19,-1.10
11.10,11.47,0.19,-1.10
11.10,11.47,0.19,-1.10
11.11,11.47,0.19,-1.10
11.11,11.47,0.19,-1.10
11.12,11.47,0.19,-1.10
11.12,11.47,0.19,-1.10
11.15,11.47,0.19,-1.10
11.15,11.47,0.19,-1.10
11.16,11.47,0.19,-1.10
11.16,11.47,0.19,-1.10
11.17,11.47,0.19,-1.10
11.17,11.47,0.19,-1.10
11.17,11.47,0.19,-1.10
11.18,11.47,0.19,-1.10
11.18,11.47,0.19,-1.10
11.19,11.47,0.19,-1.10
11.20,11.47,0.19,-1.10
11.20,11.47,0.19,-1.10
11.20,11.47,0.19,-1.10
11.20,11.47,0.19,-1.10
11.20,11.47,0.19,-1.10
11.21,11.47,0.19,-1.10
11.21,11.47,0.19,-1.10
11.21,11.47,0.19,-1.10
11.21,11.47,0.19,-1.10
11.22,11.47,0.19,-1.10
11.22,11.47,0.19,-1.10
11.22,11.47,0.19,-1.10
11.22,11.47,0.19,-1.10
11.23,11.47,0.19,-1.10
11.23,11.47,0.19,-1.10
11.23,11.47,0.19,-1.10
11.23,11.47,0.19,-1.10
11.23,11.47,0.19,-1.10
11.24,11.47,0.19,-1.10
11.24,11.47,0.19,-1.10
11.25,11.47,0.19,-1.10
11.26,11.47,0.19,-1.10
11.26,11.47,0.19,-1.10
11.26,11.47,0.19,-1.10
11.27,11.47,0.19,-1.10
11.27,11.47,0.19,-1.10
11.28,11.47,0.19,-1.10
11.28,11.47,0.19,-1.10
11.28,11.47,0.19,-1.10
11.29,11.47,0.19,-1.10
11.29,11.47,0.19,-1.10
11.30,11.47,0.19,-1.10
11.30,11.47,0.19,-1.10
11.30,11.47,0.19,-1.10
11.30,11.47,0.19,-1.10
11.31,11.47,0.19,-1.10
11.31,11.47,0.19,-1.10
11.32,11.47,0.19,-1.10
11.33,11.47,0.19,-1.10
11.33,11.47,0.19,-1.10
11.34,11.47,0.19,-1.10
11.34,11.47,0.19,-1.10
11.34,11.47,0.19,-1.10
11.35,11.47,0.19,-1.10
11.35,11.47,0.19,-1.10
11.35,11.47,0.19,-1.10
11.36,11.47,0.19,-1.10
11.36,11.47,0.19,-1.10
11.36,11.47,0.19,-1.10
11.37,11.47,0.19,-1.10
11.37,11.47,0.19,-1.10
11.37,11.47,0.19,-1.10
11.38,11.47,0.19,-1.10
11.38,11.47,0.19,-1.10
11.39,11.47,0.19,-1.10
11.39,11.47,0.19,-1.10
11.40,11.47,0.19,-1.10
11.41,11.47,0.19,-1.10
11.41,11.47,0.19,-1.10
11.41,11.47,0.19,-1.10
11.41,11.47,0.19,-1.10
